Object1,Object2,Dissimdist,Relationship,Traffic
nvidia,occidentalpetrol,0.8598529175,,
fedex,c.selfdriving,0.859873386,,
c.videoondemand,lockheedmartin,0.8598997821,,
bofa,waltdisney,0.8599108961,,
chevron,c.saas,0.8599132311,,
boeing,c.orphandrug,0.8599348659,,
cisco,c.mbs,0.8599348705,,
microsoft,c.orphandrug,0.8599507302,,
accenture,wellsfargo,0.8599571802,,
c.electricvehicle,walgreens,0.8600251126,,
costco,biogen,0.860027858,,
mobileye,netflix,0.8600768981,,
philipmorrisint,tesla,0.8601013185,,
celgene,starbucks,0.8601470959,,
lockheedmartin,nvidia,0.8601824241,,
usbancorp,exxonmobil,0.8602297659,,
pfizer,c.saas,0.8602450722,,
danaher,usbancorp,0.8602505113,,
c.videoondemand,c.bailout,0.8602551964,,
c.streamingmedia,gm,0.8602672771,,
att,costco,0.8602728304,,
biogen,wellsfargo,0.8602750139,,
amex,simonprop,0.8603063475,,
blackrock,elilily,0.860426946,,
timewarner,nvidia,0.8604580451,,
simonprop,c.mbs,0.8604652017,,
conocophillips,blackrock,0.8605122096,,
celgene,nvidia,0.8605242467,,
merckandco,exelon,0.8605522394,,
cisco,usbancorp,0.8605955141,,
boeing,usbancorp,0.8607267224,,
apple,wellsfargo,0.8607315197,,
twentycenturyfox,oracle,0.860744154,,
honeywell,blackrock,0.860754325,,
dowchemical,usbancorp,0.8607829046,,
colgate-palmolive,usbancorp,0.8608181202,,
nvidia,p.hulu,0.8608876862,,
boeing,wellsfargo,0.860893894,,
celgene,waltdisney,0.8609073088,,
costco,c.selfdriving,0.8609329571,,
aig,kindermorgan,0.8609733752,,
dellemc,dukeenergy,0.8609834246,,
amgen,nvidia,0.8609925196,,
c.virtualreality,att,0.8609935253,,
c.videoondemand,nvidia,0.861179965,,
att,wellsfargo,0.8611849665,,
honeywell,c.mbs,0.8612003198,,
abbott,blackrock,0.8612188589,,
cocacola,c.mbs,0.8612217645,,
unitedtech,visa,0.8612631457,,
pepsico,c.electricvehicle,0.8613002114,,
bristolmyerssquibb,usbancorp,0.8613302069,,
amazon,exelon,0.8613773108,,
costco,wellsfargo,0.8614209507,,
usbancorp,p.hulu,0.8614393524,,
lendingclub,lowes,0.8614470477,,
usbancorp,walmart,0.8614837764,,
kindermorgan,bofa,0.8614843459,,
walgreens,nvidia,0.8614891425,,
pfizer,blackrock,0.8615113473,,
c.mbs,occidentalpetrol,0.8615381204,,
c.videoondemand,capitalone,0.8615606509,,
costco,c.shalegas,0.8615937197,,
accenture,blackrock,0.8616059079,,
dellemc,usbancorp,0.8616564757,,
p.uber,emersonelectric,0.861691322,,
goldmansachs,c.orphandrug,0.8617110904,,
p.uber,c.mbs,0.861744776,,
cvs,facebook,0.8618278587,,
dupont,c.electricvehicle,0.8618559234,,
danaher,facebook,0.8618782061,,
simonprop,lendingclub,0.8619473754,,
att,waltdisney,0.8620104949,,
lowes,wellsfargo,0.8620260647,,
cvs,dukeenergy,0.862027858,,
lowes,exelon,0.8620281455,,
c.selfdriving,c.shalegas,0.8620349926,,
philipmorrisint,amazon,0.8620573731,,
lendingclub,nike,0.8620758348,,
citigroup,c.electricvehicle,0.8621085977,,
starbucks,fedex,0.8621413605,,
netflix,wellsfargo,0.8622167753,,
berkshirehathaway,nexteraenergy,0.8622208681,,
medtronic,wellsfargo,0.862305226,,
celgene,facebook,0.8623149857,,
c.videoondemand,costco,0.862349608,,
paypal,alphabet,0.862367791,,
danaher,c.electricvehicle,0.8623983684,,
dukeenergy,c.bailout,0.862473655,,
intel,c.mbs,0.8624755866,,
alphabet,wellsfargo,0.8625535603,,
priceline,dukeenergy,0.8626229025,,
cvs,c.saas,0.8626617267,,
altria,c.internetofthings,0.8626955659,,
homedepot,wellsfargo,0.8627046355,,
philipmorrisint,boeing,0.8627400354,,
emersonelectric,nexteraenergy,0.8627556336,,
mobileye,waltdisney,0.8628451877,,
pepsico,c.selfdriving,0.8628824812,,
c.virtualreality,fedex,0.8629769646,,
gm,c.machinelearning,0.8629956932,,
medtronic,fedex,0.863018417,,
c.videoondemand,starbucks,0.8630345547,,
amgen,unionpacific,0.863155544,,
bofa,fedex,0.8631723517,,
amazon,kindermorgan,0.8631795378,,
c.videoondemand,metlife,0.8631930661,,
allergan,dukeenergy,0.8632110271,,
dowchemical,c.mbs,0.8632703641,,
comcast,dukeenergy,0.8632732037,,
pepsico,c.mbs,0.8633299471,,
twentycenturyfox,fordmotor,0.8633438701,,
berkshirehathaway,c.selfdriving,0.8634614114,,
bristolmyerssquibb,c.selfdriving,0.8635125081,,
lockheedmartin,exelon,0.8635393113,,
mobileye,visa,0.8635914378,,
altria,usbancorp,0.863614581,,
simonprop,unionpacific,0.863655341,,
jpmchase,c.shalegas,0.8636617995,,
paypal,unitedtech,0.8637617752,,
c.streamingmedia,c.machinelearning,0.8637696169,,
bristolmyerssquibb,c.saas,0.863809254,,
simonprop,netflix,0.8638488824,,
qualcomm,exelon,0.8638559319,,
simonprop,costco,0.863859677,,
amazon,dukeenergy,0.8638717822,,
verizon,c.mbs,0.8639136883,,
schlumberger,blackrock,0.8639573119,,
chevron,c.mbs,0.863963431,,
costco,oracle,0.8639886155,,
amgen,dukeenergy,0.8640601381,,
priceline,mobileye,0.8640731795,,
merckandco,c.selfdriving,0.8640732841,,
amgen,c.selfdriving,0.8641425935,,
timewarner,oracle,0.8641634305,,
p.uber,alphabet,0.8641680689,,
metlife,c.shalegas,0.8642443339,,
amex,blackrock,0.8642629514,,
p.uber,c.electricvehicle,0.8642668615,,
paypal,c.selfdriving,0.864316232,,
att,oracle,0.8643233594,,
bristolmyerssquibb,c.shalegas,0.8643322487,,
c.videoondemand,c.mbs,0.8644865067,,
costco,c.mbs,0.8644923208,,
bristolmyerssquibb,c.mbs,0.8645541574,,
microsoft,c.shalegas,0.8646065322,,
goldmansachs,c.electricvehicle,0.8646246324,,
elilily,usbancorp,0.8646824268,,
lendingclub,emersonelectric,0.8647399717,,
p.uber,oracle,0.8647978816,,
capitalone,exelon,0.8648111299,,
c.videoondemand,png,0.864839256,,
texasinstrument,nexteraenergy,0.8648490165,,
c.videoondemand,generaldynamics,0.8648878875,,
abbott,c.saas,0.8649138727,,
altria,blackrock,0.8649177614,,
target,c.electricvehicle,0.8649518257,,
target,exelon,0.8649524376,,
homedepot,twentycenturyfox,0.8649578715,,
philipmorrisint,mastercard,0.8649756296,,
unitedhealth,mobileye,0.8649898739,,
accenture,c.selfdriving,0.8650912322,,
homedepot,dukeenergy,0.8651112284,,
c.videoondemand,walmart,0.8651185314,,
johnsonandjohnson,c.saas,0.8651745297,,
celgene,fordmotor,0.8651749292,,
lockheedmartin,c.electricvehicle,0.865232284,,
mobileye,walmart,0.86528629,,
c.electricvehicle,facebook,0.8653070589,,
pepsico,usbancorp,0.8653151339,,
c.videoondemand,homedepot,0.8653438242,,
southernco,c.selfdriving,0.8654522718,,
lowes,c.saas,0.8654697444,,
p.uber,waltdisney,0.8655494933,,
amgen,c.mbs,0.8655781987,,
amex,fordmotor,0.8656623207,,
twentycenturyfox,visa,0.8656749126,,
c.streamingmedia,intel,0.8657047258,,
unitedtech,nexteraenergy,0.8657112348,,
comcast,usbancorp,0.865716299,,
homedepot,oracle,0.8657535119,,
aig,c.saas,0.8657603013,,
tesla,c.orphandrug,0.8657641337,,
ups,c.orphandrug,0.8657852745,,
c.virtualreality,lendingclub,0.8658018239,,
c.virtualreality,bofa,0.8658474884,,
unitedhealth,c.mbs,0.8658524268,,
amgen,fedex,0.8658938183,,
nike,nvidia,0.8658958583,,
c.streamingmedia,dellemc,0.8659332287,,
dupont,c.mbs,0.8659683861,,
c.videoondemand,medtronic,0.8660869918,,
unionpacific,wellsfargo,0.8661273047,,
amazon,c.electricvehicle,0.866164915,,
facebook,fedex,0.8661995134,,
lockheedmartin,wellsfargo,0.866225368,,
conocophillips,usbancorp,0.8662609745,,
pfizer,usbancorp,0.8662670621,,
bankofnewyork,fedex,0.8663148167,,
celgene,lendingclub,0.8663311245,,
morganstanley,fordmotor,0.8663580335,,
qualcomm,simonprop,0.8664312739,,
allergan,exelon,0.8664525836,,
caterpillar,blackrock,0.8665815606,,
tesla,wellsfargo,0.8665862303,,
blackrock,c.mbs,0.8666236711,,
philipmorrisint,dellemc,0.8666342999,,
chevron,c.orphandrug,0.8666439997,,
c.electricvehicle,walmart,0.8666956564,,
philipmorrisint,visa,0.8666970016,,
costco,usbancorp,0.8667103653,,
walgreens,c.selfdriving,0.8667156822,,
mondelez,c.saas,0.8667548963,,
lendingclub,walgreens,0.8667737031,,
schlumberger,c.selfdriving,0.8667880929,,
biogen,unionpacific,0.8667926475,,
celgene,kindermorgan,0.8668192584,,
waltdisney,wellsfargo,0.8669145668,,
qualcomm,c.machinelearning,0.8669323022,,
paypal,mobileye,0.8669453871,,
kindermorgan,nike,0.8669621957,,
twentycenturyfox,walgreens,0.8670198383,,
lowes,mobileye,0.8670590178,,
halliburton,blackrock,0.8670700285,,
starbucks,c.mbs,0.8670800362,,
kindermorgan,cvs,0.8670948376,,
gilead,c.selfdriving,0.8671570766,,
kindermorgan,timewarner,0.8671649411,,
unitedtech,netflix,0.8671790485,,
unionpacific,nexteraenergy,0.8672096652,,
usbancorp,c.saas,0.8672250894,,
accenture,simonprop,0.8675217771,,
lendingclub,mobileye,0.8675360719,,
mastercard,fordmotor,0.8675439617,,
chevron,usbancorp,0.8675696496,,
c.videoondemand,berkshirehathaway,0.867577724,,
c.virtualreality,simonprop,0.8675935842,,
blackrock,microsoft,0.8676321887,,
c.videoondemand,amex,0.8676785142,,
homedepot,unitedtech,0.8677054199,,
twentycenturyfox,c.internetofthings,0.867725477,,
philipmorrisint,verizon,0.8677552779,,
kindermorgan,lockheedmartin,0.8677599571,,
usbancorp,generaldynamics,0.8677676004,,
southernco,usbancorp,0.8678010885,,
amazon,c.shalegas,0.8678051164,,
p.uber,twentycenturyfox,0.8678256074,,
exxonmobil,c.mbs,0.8678326949,,
danaher,blackrock,0.8678445034,,
c.streamingmedia,mcdonalds,0.8678514051,,
c.saas,generaldynamics,0.8679202775,,
target,c.mbs,0.867965972,,
timewarner,blackrock,0.8679822935,,
accenture,dukeenergy,0.8679881587,,
target,nvidia,0.8680262551,,
visa,fordmotor,0.8680531334,,
philipmorrisint,p.hulu,0.868134702,,
c.videoondemand,unionpacific,0.8681801227,,
allstate,nvidia,0.8683071195,,
philipmorrisint,cvs,0.8683280631,,
amazon,usbancorp,0.8683638409,,
c.electricvehicle,c.saas,0.8684089211,,
lendingclub,blackrock,0.8684435034,,
c.virtualreality,altria,0.8684658991,,
philipmorrisint,starbucks,0.8684834156,,
blackrock,emersonelectric,0.8685039926,,
mastercard,mobileye,0.8685331583,,
goldmansachs,nvidia,0.8685454939,,
facebook,c.shalegas,0.8685599474,,
mastercard,c.electricvehicle,0.8685953735,,
cisco,wellsfargo,0.868643686,,
johnsonandjohnson,c.electricvehicle,0.8686953863,,
c.machinelearning,facebook,0.8687708424,,
medtronic,blackrock,0.8688349214,,
philipmorrisint,amgen,0.8689208397,,
colgate-palmolive,c.electricvehicle,0.8689225481,,
c.streamingmedia,mastercard,0.8689303298,,
aig,mobileye,0.8690105622,,
kindermorgan,danaher,0.86901422,,
kindermorgan,medtronic,0.8690240677,,
intel,fedex,0.8690531583,,
halliburton,philipmorrisint,0.8690545735,,
unionpacific,usbancorp,0.8690727645,,
elilily,c.saas,0.8690737174,,
ibm,c.electricvehicle,0.8690742287,,
starbucks,dukeenergy,0.8691087651,,
alphabet,visa,0.8691106488,,
mcdonalds,usbancorp,0.8691593023,,
danaher,dukeenergy,0.8692299856,,
danaher,c.saas,0.8692806481,,
intel,dukeenergy,0.8693443042,,
merckandco,c.shalegas,0.8693645584,,
fedex,wellsfargo,0.8693946341,,
dellemc,exelon,0.8695069518,,
blackrock,dowchemical,0.8696092816,,
target,c.shalegas,0.8696792134,,
c.bailout,exelon,0.869680497,,
bankofnewyork,mobileye,0.8697480392,,
philipmorrisint,simonprop,0.8697554396,,
kindermorgan,c.selfdriving,0.8697755815,,
emersonelectric,wellsfargo,0.8698535497,,
dukeenergy,nike,0.8698879282,,
capitalone,philipmorrisint,0.8699086899,,
usbancorp,oracle,0.8699494054,,
usbancorp,occidentalpetrol,0.8699706852,,
lendingclub,att,0.8700233355,,
c.virtualreality,celgene,0.8700276124,,
jpmchase,nvidia,0.8701100149,,
mcdonalds,c.orphandrug,0.8701427334,,
lendingclub,twentycenturyfox,0.8701457637,,
allstate,c.mbs,0.870154158,,
bofa,fordmotor,0.8701672015,,
timewarner,usbancorp,0.8701911192,,
alphabet,simonprop,0.8702325476,,
jpmchase,nexteraenergy,0.8702415917,,
dukeenergy,morganstanley,0.8703443641,,
kindermorgan,c.internetofthings,0.8703888877,,
qualcomm,wellsfargo,0.8703913486,,
amgen,c.shalegas,0.8704068532,,
philipmorrisint,fordmotor,0.8704342377,,
simonprop,facebook,0.8705004022,,
amazon,blackrock,0.8706181541,,
merckandco,nvidia,0.8706236987,,
aig,c.selfdriving,0.8706253317,,
dupont,usbancorp,0.8706613634,,
c.videoondemand,unitedtech,0.8706615725,,
apple,c.orphandrug,0.8706658985,,
homedepot,c.shalegas,0.8707092574,,
unionpacific,c.saas,0.8708298209,,
timewarner,dukeenergy,0.8708435614,,
c.videoondemand,cocacola,0.870867854,,
3m,c.machinelearning,0.8709355392,,
priceline,exelon,0.8709580453,,
alphabet,kindermorgan,0.8709800818,,
bofa,dukeenergy,0.8709984251,,
c.internetofthings,wellsfargo,0.8710702958,,
p.uber,celgene,0.8711320138,,
allergan,fedex,0.871181657,,
c.mbs,walmart,0.8712175248,,
waltdisney,oracle,0.8712298599,,
unitedtech,c.shalegas,0.871256607,,
paypal,waltdisney,0.8712752693,,
morganstanley,exelon,0.871395599,,
alphabet,fedex,0.8714005561,,
c.videoondemand,att,0.8714066936,,
abbott,c.selfdriving,0.8714268425,,
unionpacific,oracle,0.8714907908,,
timewarner,exelon,0.8715193927,,
morganstanley,c.selfdriving,0.8715471008,,
kindermorgan,starbucks,0.8716642808,,
qualcomm,c.shalegas,0.8717189524,,
walgreens,c.shalegas,0.8718391443,,
att,dukeenergy,0.8718941108,,
amex,c.selfdriving,0.8720162594,,
lockheedmartin,usbancorp,0.8720208354,,
costco,exelon,0.8720235246,,
c.orphandrug,occidentalpetrol,0.8720403092,,
c.videoondemand,goldmansachs,0.872062904,,
unitedtech,wellsfargo,0.8720692216,,
cocacola,c.electricvehicle,0.8721563603,,
mcdonalds,nvidia,0.8721728351,,
kindermorgan,p.hulu,0.8722147801,,
lowes,c.mbs,0.8722300553,,
p.uber,exelon,0.8722527802,,
kindermorgan,dellemc,0.8723325564,,
johnsonandjohnson,c.mbs,0.8723772407,,
medtronic,dukeenergy,0.8723789211,,
alphabet,bofa,0.8724032221,,
bankofnewyork,dukeenergy,0.8724619193,,
kindermorgan,emersonelectric,0.8724747731,,
kindermorgan,comcast,0.8724810207,,
blackrock,exxonmobil,0.8724980379,,
nike,c.orphandrug,0.8725356785,,
philipmorrisint,danaher,0.872622395,,
alphabet,unitedtech,0.8726398642,,
facebook,fordmotor,0.8726608038,,
amazon,c.orphandrug,0.8727838037,,
c.electricvehicle,c.mbs,0.8727987564,,
lendingclub,c.saas,0.8729091022,,
caterpillar,nexteraenergy,0.8729468456,,
c.streamingmedia,timewarner,0.872955765,,
philipmorrisint,biogen,0.8730042973,,
simonprop,oracle,0.8730062713,,
starbucks,unitedtech,0.8730325681,,
p.uber,danaher,0.8731508677,,
gilead,blackrock,0.8732751446,,
unitedtech,p.hulu,0.8732786211,,
philipmorrisint,southernco,0.8733012199,,
nike,c.shalegas,0.8733579228,,
priceline,nvidia,0.8733606833,,
qualcomm,usbancorp,0.873380594,,
homedepot,philipmorrisint,0.8734040284,,
pfizer,c.electricvehicle,0.873408204,,
nike,wellsfargo,0.8734114514,,
mondelez,c.shalegas,0.8734601014,,
alphabet,mobileye,0.8734731893,,
dupont,nexteraenergy,0.8735398918,,
c.videoondemand,usbancorp,0.8735414402,,
att,usbancorp,0.873618425,,
berkshirehathaway,c.orphandrug,0.8736404904,,
unitedtech,waltdisney,0.8737213041,,
schlumberger,nexteraenergy,0.8737887949,,
elilily,c.shalegas,0.8738396331,,
biogen,usbancorp,0.8738716103,,
c.videoondemand,chevron,0.8739056304,,
emersonelectric,c.saas,0.8739393349,,
medtronic,c.shalegas,0.8739557217,,
lendingclub,fordmotor,0.8740213277,,
celgene,costco,0.8740507287,,
mondelez,c.selfdriving,0.8740592246,,
comcast,blackrock,0.8740697942,,
colgate-palmolive,nexteraenergy,0.8741637018,,
merckandco,c.mbs,0.8741661615,,
altria,mobileye,0.8742162743,,
philipmorrisint,medtronic,0.8742517032,,
c.virtualreality,kindermorgan,0.8742862339,,
capitalone,mobileye,0.8742920078,,
amex,kindermorgan,0.8743091436,,
alphabet,fordmotor,0.8743711247,,
paypal,nvidia,0.8743810325,,
netflix,c.shalegas,0.8744189283,,
simonprop,c.internetofthings,0.874420303,,
lendingclub,unionpacific,0.8744210686,,
homedepot,celgene,0.8745314875,,
jpmchase,c.orphandrug,0.8745816763,,
ibm,c.mbs,0.8746176987,,
starbucks,wellsfargo,0.8746808046,,
accenture,exelon,0.8746872528,,
kindermorgan,mastercard,0.8747289088,,
mondelez,c.mbs,0.8747841093,,
c.saas,occidentalpetrol,0.8748162319,,
kindermorgan,att,0.8748524408,,
blackrock,occidentalpetrol,0.8748887059,,
philipmorrisint,costco,0.8749408888,,
comcast,nvidia,0.8749953454,,
intel,c.orphandrug,0.8750190544,,
att,c.selfdriving,0.875039867,,
c.streamingmedia,raytheon,0.8750457381,,
intel,c.electricvehicle,0.8750493179,,
allergan,usbancorp,0.8750605934,,
celgene,exelon,0.8751587848,,
bofa,c.saas,0.8751931569,,
c.internetofthings,exelon,0.8752034184,,
exelon,fordmotor,0.8752272863,,
capitalone,dukeenergy,0.8752315962,,
att,c.saas,0.8752424208,,
simonprop,fedex,0.8753402151,,
paypal,simonprop,0.8753512758,,
honeywell,c.orphandrug,0.8753647367,,
cocacola,usbancorp,0.8754627762,,
blackrock,mondelez,0.8755064221,,
kindermorgan,visa,0.8755123246,,
lowes,nexteraenergy,0.8755396827,,
elilily,c.selfdriving,0.8755941843,,
facebook,wellsfargo,0.8756568219,,
starbucks,c.shalegas,0.8757451815,,
c.streamingmedia,c.electricvehicle,0.8759150333,,
c.virtualreality,twentycenturyfox,0.8759394341,,
medtronic,exelon,0.8759410006,,
lowes,blackrock,0.8759599755,,
southernco,nvidia,0.8759680551,,
pepsico,nexteraenergy,0.876195184,,
homedepot,c.electricvehicle,0.8761957479,,
c.mbs,generaldynamics,0.8763546504,,
intel,kindermorgan,0.8763994195,,
mastercard,nvidia,0.8764528393,,
philipmorrisint,lockheedmartin,0.8765329285,,
dukeenergy,waltdisney,0.876699258,,
att,fordmotor,0.8767095088,,
costco,twentycenturyfox,0.8767474952,,
c.videoondemand,allstate,0.8767612621,,
danaher,c.mbs,0.8767742468,,
c.videoondemand,pfizer,0.8768317913,,
aig,c.orphandrug,0.876886437,,
schlumberger,c.electricvehicle,0.8769188373,,
biogen,nvidia,0.8769395114,,
unitedtech,facebook,0.8769691795,,
dukeenergy,netflix,0.8769704842,,
nvidia,fordmotor,0.8770198458,,
c.mbs,nike,0.8770282028,,
usbancorp,netflix,0.8771016271,,
p.uber,simonprop,0.8771661158,,
c.videoondemand,danaher,0.8771747931,,
c.videoondemand,dupont,0.8772069153,,
accenture,kindermorgan,0.8772361585,,
philipmorrisint,timewarner,0.8772383293,,
mcdonalds,blackrock,0.8772413016,,
lowes,c.electricvehicle,0.8773311442,,
c.videoondemand,waltdisney,0.8773395337,,
celgene,usbancorp,0.877342716,,
capitalone,c.electricvehicle,0.8773731731,,
aig,nvidia,0.8774928959,,
unitedtech,c.saas,0.8775140288,,
unionpacific,c.shalegas,0.8775330788,,
c.orphandrug,walmart,0.8775411554,,
berkshirehathaway,c.electricvehicle,0.8775655982,,
nexteraenergy,walmart,0.8776192739,,
medtronic,usbancorp,0.8776818547,,
chevron,blackrock,0.8776949883,,
metlife,c.electricvehicle,0.8777396044,,
starbucks,exelon,0.8777403333,,
gilead,c.saas,0.877891827,,
c.mbs,c.orphandrug,0.8779120239,,
berkshirehathaway,c.shalegas,0.8779320717,,
c.streamingmedia,mobileye,0.8779383889,,
p.uber,philipmorrisint,0.8780206448,,
allergan,blackrock,0.8780295742,,
costco,mobileye,0.8781715295,,
nvidia,waltdisney,0.8781832171,,
twentycenturyfox,fedex,0.8782375894,,
c.streamingmedia,ibm,0.8782455079,,
lockheedmartin,c.mbs,0.8783088705,,
philipmorrisint,allergan,0.8783176368,,
colgate-palmolive,c.mbs,0.8783872183,,
p.uber,kindermorgan,0.8784012482,,
conocophillips,c.selfdriving,0.8784335686,,
dukeenergy,p.hulu,0.8785204189,,
alphabet,costco,0.8785337684,,
c.virtualreality,philipmorrisint,0.8786449892,,
dellemc,c.orphandrug,0.8786714032,,
c.electricvehicle,visa,0.8787136559,,
blackrock,verizon,0.8787532879,,
starbucks,c.electricvehicle,0.8787719679,,
visa,nvidia,0.8788184786,,
celgene,dukeenergy,0.8788868532,,
paypal,exelon,0.8789882361,,
paypal,twentycenturyfox,0.8789980633,,
c.videoondemand,lowes,0.8790290854,,
allstate,c.orphandrug,0.8790484705,,
blackrock,dupont,0.8791351975,,
homedepot,mobileye,0.8793657338,,
verizon,c.shalegas,0.8793816714,,
bofa,exelon,0.8794246527,,
unionpacific,c.mbs,0.8794309233,,
wellsfargo,p.hulu,0.879529151,,
amex,nvidia,0.879614442,,
microsoft,c.machinelearning,0.8796791296,,
philipmorrisint,waltdisney,0.8797527993,,
mobileye,exelon,0.8797660075,,
target,nexteraenergy,0.8797683795,,
intel,wellsfargo,0.8797820706,,
lowes,usbancorp,0.8798197656,,
fedex,fordmotor,0.8798261973,,
mastercard,unitedtech,0.879842757,,
emersonelectric,c.orphandrug,0.8798905994,,
raytheon,c.machinelearning,0.8799242749,,
ibm,c.shalegas,0.8799338559,,
p.uber,usbancorp,0.8799410547,,
halliburton,c.electricvehicle,0.87996905,,
exelon,fedex,0.8800054533,,
c.streamingmedia,medtronic,0.880188862,,
merckandco,usbancorp,0.8802924844,,
southernco,c.orphandrug,0.8804197619,,
homedepot,exelon,0.8804442547,,
fordmotor,oracle,0.8805286785,,
kindermorgan,waltdisney,0.8806128223,,
cisco,kindermorgan,0.8806480498,,
apple,nexteraenergy,0.8806597595,,
c.videoondemand,emersonelectric,0.8806938854,,
jpmchase,c.electricvehicle,0.8806969202,,
allstate,c.electricvehicle,0.880703244,,
danaher,exelon,0.8808864767,,
starbucks,nvidia,0.8809583341,,
c.orphandrug,generaldynamics,0.8810144178,,
capitalone,c.shalegas,0.8810314155,,
c.shalegas,generaldynamics,0.8810507064,,
merckandco,c.saas,0.8810726866,,
accenture,philipmorrisint,0.8810774178,,
ups,c.machinelearning,0.8810865114,,
c.mbs,c.shalegas,0.8811082246,,
citigroup,nexteraenergy,0.8811183857,,
c.streamingmedia,verizon,0.881137812,,
qualcomm,kindermorgan,0.881159153,,
c.videoondemand,dowchemical,0.8811783796,,
cisco,c.electricvehicle,0.8811917,,
costco,c.electricvehicle,0.8811961763,,
allstate,blackrock,0.8812315445,,
twentycenturyfox,wellsfargo,0.8813987622,,
exelon,walgreens,0.8814145822,,
p.uber,wellsfargo,0.8814287862,,
unitedhealth,c.shalegas,0.8815162724,,
lendingclub,c.selfdriving,0.8816594099,,
mastercard,c.shalegas,0.8817209054,,
philipmorrisint,c.selfdriving,0.8817545101,,
blackrock,bristolmyerssquibb,0.8818055323,,
paypal,fordmotor,0.8818120233,,
bofa,c.selfdriving,0.8819996146,,
blackrock,visa,0.8821298276,,
tesla,nexteraenergy,0.8822004736,,
c.streamingmedia,tesla,0.8822145392,,
abbvie,usbancorp,0.8822567166,,
nike,c.saas,0.8822795271,,
nvidia,walmart,0.8823010364,,
philipmorrisint,qualcomm,0.8823301832,,
dukeenergy,facebook,0.8823850348,,
exelon,netflix,0.8824365198,,
amex,mobileye,0.8824694831,,
mcdonalds,nexteraenergy,0.8824734301,,
alphabet,unionpacific,0.8825255511,,
twentycenturyfox,dukeenergy,0.8826006993,,
unitedtech,c.mbs,0.8827577559,,
intel,exelon,0.882818909,,
fedex,waltdisney,0.882942262,,
cocacola,nexteraenergy,0.8829504417,,
verizon,nexteraenergy,0.8829616647,,
mobileye,usbancorp,0.8830093483,,
c.electricvehicle,nike,0.8830137781,,
costco,nvidia,0.8830194701,,
c.streamingmedia,caterpillar,0.8830209129,,
biogen,c.saas,0.8830297518,,
conocophillips,c.electricvehicle,0.8830815278,,
accenture,nvidia,0.8830819411,,
mobileye,fedex,0.883122274,,
exelon,nike,0.8831600838,,
c.videoondemand,southernco,0.883215729,,
timewarner,c.saas,0.8832986123,,
abbott,c.mbs,0.8835131709,,
c.bailout,nvidia,0.8835219976,,
costco,dukeenergy,0.8835669695,,
kindermorgan,walgreens,0.8836840052,,
aig,c.shalegas,0.8836999843,,
c.saas,fordmotor,0.8837254935,,
twentycenturyfox,usbancorp,0.8837670427,,
johnsonandjohnson,blackrock,0.8837741915,,
celgene,c.saas,0.8838049748,,
timewarner,c.mbs,0.8838947898,,
c.streamingmedia,comcast,0.8840030185,,
lockheedmartin,c.orphandrug,0.8842261352,,
philipmorrisint,alphabet,0.8842425309,,
abbvie,blackrock,0.8842917629,,
kindermorgan,lendingclub,0.8843453644,,
blackrock,generaldynamics,0.8843838436,,
nvidia,wellsfargo,0.8843866478,,
mastercard,blackrock,0.8844459644,,
c.streamingmedia,paypal,0.884571857,,
unionpacific,mobileye,0.8845902717,,
intel,c.shalegas,0.8845927468,,
bofa,mobileye,0.8846109761,,
celgene,unionpacific,0.8846681371,,
allergan,c.saas,0.8846750488,,
colgate-palmolive,blackrock,0.884793749,,
lowes,nvidia,0.884816912,,
lendingclub,oracle,0.8848401366,,
c.videoondemand,jpmchase,0.8848545762,,
conocophillips,nvidia,0.8848656732,,
target,c.orphandrug,0.8848673473,,
c.orphandrug,c.saas,0.8848722756,,
kindermorgan,twentycenturyfox,0.8849079062,,
fordmotor,c.shalegas,0.8849268519,,
c.electricvehicle,verizon,0.8849360132,,
verizon,c.orphandrug,0.8849418435,,
homedepot,nvidia,0.8849638333,,
philipmorrisint,comcast,0.8850064607,,
morganstanley,nvidia,0.8851305695,,
philipmorrisint,intel,0.8851434193,,
oracle,wellsfargo,0.8851455831,,
c.shalegas,p.hulu,0.8851595735,,
paypal,dukeenergy,0.8851651886,,
allstate,c.shalegas,0.8851863523,,
dukeenergy,walgreens,0.8852417634,,
schlumberger,c.orphandrug,0.8852805094,,
amgen,exelon,0.8852836183,,
att,c.mbs,0.8853067692,,
dellemc,c.electricvehicle,0.8853530049,,
c.mbs,fordmotor,0.8853780938,,
starbucks,usbancorp,0.8853890592,,
c.videoondemand,pepsico,0.8853949322,,
usbancorp,nike,0.8853992077,,
halliburton,c.mbs,0.8854910778,,
kindermorgan,costco,0.8855745705,,
amex,exelon,0.885580009,,
lockheedmartin,c.shalegas,0.8856145946,,
c.electricvehicle,netflix,0.88570803,,
c.orphandrug,c.selfdriving,0.885720091,,
c.streamingmedia,c.mbs,0.8857582518,,
c.machinelearning,c.mbs,0.8857742432,,
c.orphandrug,c.shalegas,0.8858254012,,
cvs,nvidia,0.8858300474,,
schlumberger,c.mbs,0.8858326524,,
c.streamingmedia,p.uber,0.8858472418,,
blackrock,wellsfargo,0.8858547641,,
lendingclub,fedex,0.8858612765,,
abbvie,c.shalegas,0.8859664268,,
c.mbs,oracle,0.8860439691,,
celgene,fedex,0.8860750882,,
apple,usbancorp,0.8860941785,,
